,Open,High,Low,Close,Adj Close,Volume
4/12/1985,1281.469971,1288.650024,1267.670044,1427.100548,1273.300049,11580000
4/13/1985,1271.199951,1283.569946,1265.459961,1429.137164,1273.52002,13980000
4/14/1985,1276.719971,1285.109985,1270.099976,1431.179597,1278.050049,10590000
4/15/1985,1276.829956,1295.829956,1271.420044,1433.227872,1285.339966,14230000
4/16/1985,1298.949951,1310.369995,1292.22998,1435.282014,1304.880005,15320000
4/17/1985,1305,1316.079956,1297.48999,1437.342048,1309.699951,13230000
4/18/1985,1305.219971,1308.920044,1294.349976,1439.408,1303.76001,8670000
4/19/1985,1301.75,1307.800049,1290.98999,1441.479896,1296.709961,8210000
4/20/1985,1295.469971,1305.670044,1291.109985,1443.55776,1301.969971,6680000
4/21/1985,1305.329956,1312.839966,1293.22998,1445.641619,1301.52002,9210000
4/22/1985,1300.959961,1308.359985,1292.790039,1447.731499,1302.97998,8880000
4/23/1985,1306.449951,1314.180054,1293.910034,1449.827425,1305.780029,14740000
4/24/1985,1302.76001,1320.790039,1298.719971,1451.929425,1315.410034,12190000
4/25/1985,1321.23999,1325.040039,1304.209961,1454.037524,1310.930054,10830000
4/26/1985,1310.599976,1321.23999,1304.439941,1456.151749,1315.300049,9450000
4/27/1985,1320.560059,1331.77002,1312.609985,1458.272127,1320.560059,14320000
4/28/1985,1317.199951,1330.530029,1311.939941,1460.398684,1327.280029,9770000
4/29/1985,1329.640015,1331.98999,1312.949951,1462.531449,1316.420044,8590000
4/30/1985,1314.290039,1322.579956,1307.23999,1464.670447,1318.439941,6120000
5/1/1985,1319,1323.810059,1308.02002,1466.815707,1313.839966,8020000
5/2/1985,1312.050049,1318.209961,1300.73999,1468.967255,1306.339966,9550000
5/3/1985,1302.199951,1308.130005,1285.390015,1471.12512,1290.099976,13310000
5/4/1985,1297.380005,1305.439941,1288.880005,1473.289329,1300.959961,9220000
5/5/1985,1298.949951,1303.98999,1288.75,1475.45991,1298.390015,7280000
5/6/1985,1299.400024,1312.390015,1293.680054,1477.636892,1304.77002,10900000
5/7/1985,1304.77002,1312.719971,1293.569946,1479.820303,1297.380005,11310000
5/8/1985,1296.709961,1305.439941,1287.75,1482.010171,1299.72998,7780000
5/9/1985,1297.27002,1326.050049,1293.790039,1484.206525,1324.47998,15770000
5/10/1985,1315.079956,1326.719971,1307.800049,1486.409394,1320.560059,10100000
5/11/1985,1322.689941,1338.819946,1314.069946,1488.618807,1323.030029,14050000
5/12/1985,1320.680054,1329.189941,1314.73999,1490.834793,1323.810059,10060000
5/13/1985,1325.939941,1338.709961,1321.800049,1493.057381,1332.209961,9760000
5/14/1985,1334.119995,1341.170044,1326.160034,1495.286602,1335.459961,9150000
5/15/1985,1334.01001,1342.180054,1322.579956,1497.522484,1337.140015,7880000
5/16/1985,1335.459961,1343.75,1329.189941,1499.765057,1334.01001,9170000
5/17/1985,1331.77002,1337.589966,1320.22998,1502.014353,1326.390015,9030000
5/18/1985,1328.290039,1340.609985,1324.930054,1504.2704,1334.449951,6000000
5/19/1985,1330.420044,1336.469971,1318.880005,1506.533229,1328.410034,7050000
5/20/1985,1324.599976,1333.670044,1313.400024,1508.802872,1321.910034,9400000
5/21/1985,1320.900024,1336.810059,1315.300049,1511.079358,1332.890015,10060000
5/22/1985,1333.219971,1343.640015,1326.160034,1513.362719,1337.699951,10170000
5/23/1985,1336.130005,1345.98999,1326.390015,1515.652985,1338.599976,11060000
5/24/1985,1333.890015,1347.670044,1326.949951,1517.950189,1335.459961,10970000
5/25/1985,1336.579956,1351.930054,1331.540039,1520.254362,1347.890015,12980000
5/26/1985,1354.609985,1365.930054,1346.209961,1522.565535,1357.969971,15510000
5/27/1985,1352.26001,1363.26001,1345.319946,1524.883741,1350.920044,12590000
5/28/1985,1351.030029,1363.349976,1346.439941,1527.209012,1359.540039,10810000
5/29/1985,1356.180054,1362.119995,1346.890015,1529.541379,1357.640015,8790000
5/30/1985,1357.079956,1372.199951,1344.76001,1531.880876,1351.810059,18070000
5/31/1985,1349.800049,1359.209961,1335.689941,1534.227535,1348.900024,12860000
6/1/1985,1349.130005,1359.880005,1338.599976,1536.581389,1353.609985,11870000
6/2/1985,1352.26001,1365.589966,1345.209961,1538.942471,1357.079956,10820000
6/3/1985,1354.280029,1358.089966,1338.930054,1541.310815,1343.859985,8560000
6/4/1985,1340.390015,1352.599976,1334.900024,1543.686454,1346.099976,10790000
6/5/1985,1347.890015,1357.410034,1340.050049,1546.069422,1347.449951,10690000
6/6/1985,1350.02002,1361.900024,1342.969971,1548.459753,1355.619995,9840000
6/7/1985,1354.280029,1360.099976,1345.430054,1550.85748,1353.050049,6220000
6/8/1985,1348.569946,1352.709961,1336.920044,1553.262639,1346.890015,6640000
6/9/1985,1345.880005,1350.02002,1322.920044,1555.675264,1325.160034,9710000
6/10/1985,1320.790039,1331.209961,1316.310059,1558.09539,1325.040039,7260000
6/11/1985,1324.709961,1334.790039,1318.319946,1560.523051,1329.859985,8480000
6/12/1985,1328.849976,1331.880005,1317.650024,1562.958283,1320.790039,7430000
6/13/1985,1318.77002,1324.369995,1309.140015,1565.401122,1314.290039,7200000
6/14/1985,1314.630005,1325.48999,1303.650024,1567.851602,1315.300049,7200000
6/15/1985,1318.550049,1326.050049,1311.380005,1570.309761,1316.97998,7120000
6/16/1985,1318.439941,1324.709961,1308.130005,1572.775634,1317.76001,7550000
6/17/1985,1312.609985,1321.569946,1305.890015,1575.249257,1312.719971,10380000
6/18/1985,1312.050049,1319.219971,1307.569946,1577.730667,1312.5,6070000
6/19/1985,1315.969971,1328.069946,1311.829956,1580.219901,1323.699951,9120000
6/20/1985,1323.920044,1333.670044,1319.109985,1582.716996,1329.530029,7180000
6/21/1985,1330.420044,1334.680054,1313.51001,1585.221989,1318.099976,8260000
6/22/1985,1316.420044,1322.920044,1310.47998,1587.734918,1318.319946,6090000
6/23/1985,1316.640015,1324.26001,1309.810059,1590.25582,1317.650024,5160000
6/24/1985,1321.23999,1328.630005,1315.189941,1592.784734,1322.469971,6750000
6/25/1985,1322.920044,1334.790039,1316.97998,1595.321697,1331.089966,12840000
6/26/1985,1331.209961,1340.050049,1325.160034,1597.866748,1335.130005,10400000
6/27/1985,1335.459961,1342.410034,1325.27002,1600.419926,1334.01001,9110000
6/28/1985,1333.670044,1337.140015,1322.800049,1602.98127,1329.189941,8070000
6/29/1985,1329.079956,1334.119995,1318.209961,1605.550819,1326.719971,8610000
6/30/1985,1326.390015,1333,1318.660034,1608.128613,1325.829956,8250000
7/1/1985,1327.170044,1341.400024,1323.920044,1610.71469,1335.689941,8900000
7/2/1985,1335.130005,1348.22998,1326.609985,1613.309092,1339.27002,8680000
7/3/1985,1337.930054,1346.550049,1324.819946,1615.911858,1333.449951,10140000
7/4/1985,1330.199951,1334.01001,1314.849976,1618.52303,1319.439941,8070000
7/5/1985,1317.430054,1327.400024,1307.01001,1621.142646,1312.390015,9940000
7/6/1985,1314.959961,1320.119995,1296.709961,1623.77075,1307.680054,10130000
7/7/1985,1307.349976,1315.75,1301.079956,1626.407381,1309.140015,7020000
7/8/1985,1308.579956,1314.52002,1291.219971,1629.052582,1298.160034,10270000
7/9/1985,1295.25,1307.569946,1283.709961,1631.706395,1300.400024,11930000
7/10/1985,1298.839966,1312.949951,1291.219971,1634.36886,1306.790039,10130000
7/11/1985,1306.339966,1313.400024,1294.469971,1637.040022,1297.939941,11020000
7/12/1985,1313.959961,1323.589966,1305.780029,1639.719922,1316.310059,17580000
7/13/1985,1314.73999,1334.569946,1301.859985,1642.408603,1321.119995,11040000
7/14/1985,1323.47998,1330.199951,1306,1645.106109,1312.050049,12280000
7/15/1985,1310.599976,1325.27002,1301.969971,1647.812483,1320.790039,12880000
7/16/1985,1330.089966,1336.810059,1318.550049,1650.527769,1328.630005,12020000
7/17/1985,1329.640015,1343.969971,1323.47998,1653.252011,1340.949951,15600000
7/18/1985,1343.410034,1351.589966,1327.959961,1655.985254,1333.670044,12580000
7/19/1985,1332.209961,1345.430054,1323.810059,1658.727541,1333.109985,10700000
7/20/1985,1330.089966,1335.01001,1321.119995,1661.478918,1328.73999,8830000
7/21/1985,1326.050049,1335.910034,1315.189941,1664.23943,1324.369995,9300000
7/22/1985,1325.040039,1333.890015,1316.199951,1667.009123,1325.48999,7620000
7/23/1985,1324.47998,1336.810059,1320.22998,1669.788042,1326.719971,7500000
7/24/1985,1325.599976,1333.329956,1318.439941,1672.576234,1328.069946,6010000
7/25/1985,1328.290039,1343.410034,1323.699951,1675.373746,1339.939941,9210000
7/26/1985,1340.390015,1356.180054,1336.579956,1678.180623,1354.72998,8640000
7/27/1985,1356.73999,1364.140015,1343.530029,1680.996913,1350.810059,13530000
7/28/1985,1351.930054,1371.300049,1346.209961,1683.822664,1368.5,13400000
7/29/1985,1366.939941,1378.359985,1356.849976,1686.657922,1369.290039,13980000
7/30/1985,1368.839966,1383.400024,1358.869995,1689.502737,1368.839966,12670000
7/31/1985,1367.050049,1375.670044,1357.75,1692.357157,1364.140015,7800000
8/1/1985,1364.25,1374.660034,1356.180054,1695.22123,1364.359985,9230000
8/2/1985,1364.469971,1373.430054,1357.079956,1698.095005,1367.160034,10770000
8/3/1985,1367.380005,1374.550049,1355.290039,1700.978531,1362.339966,12230000
8/4/1985,1360.099976,1366.709961,1351.589966,1703.871859,1356.52002,11960000
8/5/1985,1353.050049,1364.02002,1346.550049,1706.775039,1359.98999,10710000
8/6/1985,1361.780029,1377.689941,1356.180054,1709.68812,1368.72998,12310000
8/7/1985,1373.050049,1384.630005,1361.01001,1712.611153,1375.569946,15150000
8/8/1985,1375.459961,1383.599976,1362.609985,1715.54419,1374.310059,13330000
8/9/1985,1372.130005,1393.579956,1367.780029,1718.487282,1390.25,13930000
8/10/1985,1388.069946,1398.51001,1377.060059,1721.44048,1389.680054,11580000
8/11/1985,1386.810059,1402.52002,1380.280029,1724.403838,1396.670044,13870000
8/12/1985,1398.390015,1411.01001,1386.469971,1727.377406,1403.439941,14980000
8/13/1985,1400.109985,1410.109985,1389.910034,1730.361239,1399.540039,14160000
8/14/1985,1397.939941,1410.439941,1391.060059,1733.355389,1404.359985,11500000
8/15/1985,1405.72998,1432.569946,1402.410034,1736.35991,1431.880005,17030000
8/16/1985,1431.079956,1446.099976,1421.099976,1739.374856,1433.599976,19860000
8/17/1985,1432.680054,1439.790039,1419.380005,1742.400281,1427.75,10740000
8/18/1985,1425.689941,1443.810059,1420.640015,1745.436239,1439.219971,12710000
8/19/1985,1435.780029,1450.569946,1425.689941,1748.482787,1435.089966,16310000
8/20/1985,1433.26001,1447.25,1422.25,1751.539979,1440.02002,12790000
8/21/1985,1444.719971,1452.180054,1430.050049,1754.607871,1438.98999,14000000
8/22/1985,1440.369995,1451.48999,1429.23999,1757.68652,1439.219971,17360000
8/23/1985,1445.300049,1466.060059,1439.790039,1760.775982,1462.27002,20310000
8/24/1985,1460.780029,1475.569946,1451.609985,1763.876314,1464.329956,15890000
8/25/1985,1462.839966,1467.089966,1449.430054,1766.987574,1456.650024,11070000
8/26/1985,1456.540039,1470.069946,1447.25,1770.109819,1456.77002,20920000
8/27/1985,1460.439941,1483.829956,1454.01001,1773.243108,1475.689941,23580000
8/28/1985,1480.280029,1486.930054,1463.98999,1776.387499,1472.130005,10990000
8/29/1985,1471.329956,1476.26001,1451.26001,1779.543051,1457.910034,10620000
8/30/1985,1455.050049,1466.400024,1450.339966,1782.709825,1459.060059,9620000
8/31/1985,1463.76001,1488.76001,1457.449951,1785.887879,1484.400024,17420000
9/1/1985,1490.369995,1504.01001,1477.97998,1789.077275,1482.910034,19850000
9/2/1985,1476.719971,1488.300049,1464.790039,1792.278072,1477.180054,15140000
9/3/1985,1483.939941,1504.130005,1478.099976,1795.490333,1497.02002,21060000
9/4/1985,1498.849976,1514.910034,1483.939941,1798.714118,1499.199951,25800000
9/5/1985,1498.170044,1520.300049,1492.089966,1801.949491,1511.699951,25490000
9/6/1985,1512.040039,1523.51001,1496.790039,1805.196513,1511.23999,23580000
9/7/1985,1515.47998,1546.439941,1502.75,1808.455247,1535.209961,22730000
9/8/1985,1538.300049,1570.869995,1528.900024,1811.725758,1553.099976,22700000
9/9/1985,1556.880005,1568.810059,1536.349976,1815.008108,1544.5,20390000
9/10/1985,1543.119995,1560.439941,1528.439941,1818.302362,1542.430054,20280000
9/11/1985,1540.369995,1552.97998,1532,1821.608586,1543.920044,16160000
9/12/1985,1548.73999,1564.560059,1535.670044,1824.926844,1543,23510000
9/13/1985,1539.219971,1547.819946,1516.630005,1828.257201,1528.780029,15970000
9/14/1985,1526.380005,1532.449951,1508.829956,1831.599726,1519.150024,9740000
9/15/1985,1520.76001,1532.569946,1514.680054,1834.954483,1526.48999,6770000
9/16/1985,1530.160034,1548.849976,1527.290039,1838.321541,1543,9910000
9/17/1985,1546.099976,1557.339966,1534.97998,1841.700967,1550.459961,11450000
9/18/1985,1552.290039,1562.839966,1537.5,1845.09283,1546.670044,13630000
9/19/1985,1546.219971,1551.949951,1523.73999,1848.497198,1537.72998,10660000
9/20/1985,1540.02002,1557.109985,1534.97998,1851.914139,1549.199951,10460000
9/21/1985,1550,1557,1537.040039,1855.343725,1547.589966,11000000
9/22/1985,1552.060059,1573.73999,1544.5,1858.786026,1565.709961,15170000
9/23/1985,1570.98999,1578.099976,1516.630005,1862.241111,1526.609985,20630000
9/24/1985,1516.060059,1530.849976,1495.640015,1865.709053,1518.22998,21010000
9/25/1985,1520.76001,1530.959961,1500.569946,1869.189923,1513.530029,12520000
9/26/1985,1511.930054,1526.829956,1502.290039,1872.683794,1520.530029,13130000
9/27/1985,1526.380005,1530.619995,1508.030029,1876.190739,1519.040039,11790000
9/28/1985,1519.839966,1535.319946,1512.959961,1879.710831,1527.290039,11290000
9/29/1985,1531.079956,1547.709961,1517.089966,1883.244143,1541.630005,16920000
9/30/1985,1541.170044,1552.52002,1519.719971,1886.790752,1536.699951,17010000
10/1/1985,1530.849976,1536.01001,1516.859985,1890.350731,1529.130005,8140000
10/2/1985,1530.390015,1535.890015,1502.869995,1893.924157,1514.449951,13570000
10/3/1985,1513.420044,1525.569946,1494.839966,1897.511106,1502.290039,12970000
10/4/1985,1500.339966,1519.390015,1491.73999,1901.111654,1511.23999,14150000
10/5/1985,1517.430054,1537.390015,1507.680054,1904.72588,1529.930054,13790000
10/6/1985,1536.579956,1548.170044,1524.430054,1908.353861,1537.609985,11430000
10/7/1985,1540.369995,1561.349976,1530.5,1911.995675,1556.420044,16080000
10/8/1985,1558.140015,1578.099976,1548.050049,1915.651402,1558.939941,18090000
10/9/1985,1558.369995,1572.589966,1545.76001,1919.321123,1552.180054,13370000
10/10/1985,1551.26001,1582.910034,1548.170044,1923.004916,1570.98999,17840000
10/11/1985,1570.530029,1600.109985,1564.329956,1926.702864,1594.27002,16320000
10/12/1985,1596.670044,1611.469971,1575.459961,1930.415048,1593.22998,21880000
10/13/1985,1590.140015,1601.829956,1576.26001,1934.14155,1593.119995,16260000
10/14/1985,1595.76001,1616.51001,1587.5,1937.882454,1600.689941,18580000
10/15/1985,1590.140015,1622.819946,1576.829956,1941.637842,1613.420044,18470000
10/16/1985,1614.449951,1633.140015,1605.160034,1945.4078,1626.380005,15150000
10/17/1985,1624.890015,1637.5,1613.300049,1949.192411,1622.819946,15710000
10/18/1985,1625.339966,1640.47998,1611.699951,1952.991762,1629.930054,18270000
10/19/1985,1632.569946,1649.310059,1616.859985,1956.805939,1645.069946,16320000
10/20/1985,1645.410034,1668.689941,1636.119995,1960.635029,1664.449951,19100000
10/21/1985,1661.579956,1685.550049,1649.430054,1964.479118,1678.780029,16930000
10/22/1985,1673.050049,1689.219971,1651.030029,1968.338297,1658.26001,15180000
10/23/1985,1652.75,1675.459961,1641.969971,1972.212652,1672.819946,13910000
10/24/1985,1681.540039,1702.75,1668.689941,1976.102275,1697.709961,21280000
10/25/1985,1689.790039,1709.75,1678.670044,1980.007255,1698.280029,16080000
10/26/1985,1695.98999,1709.52002,1674.079956,1983.927684,1692.660034,16000000
10/27/1985,1694.040039,1714.790039,1679.589966,1987.863653,1696.900024,19340000
10/28/1985,1701.829956,1728.900024,1683.369995,1991.815255,1713.98999,21010000
10/29/1985,1722.589966,1732.569946,1687.5,1995.782583,1709.060059,21070000
10/30/1985,1706.189941,1714.329956,1684.630005,1999.765731,1696.670044,13800000
10/31/1985,1699.109985,1718.630005,1679.719971,2003.764794,1686.420044,17030000
11/1/1985,1681.630005,1695.400024,1663.069946,2007.779867,1686.660034,17360000
11/2/1985,1698.640015,1711.209961,1681.75,2011.811047,1696.599976,16420000
11/3/1985,1694.800049,1713.47998,1682.829956,2015.858431,1699.829956,15780000
11/4/1985,1698.040039,1715.160034,1688.699951,2019.922116,1702.949951,11750000
11/5/1985,1714.800049,1752.170044,1704.26001,2024.002202,1746.050049,20450000
11/6/1985,1750,1773.349976,1733.47998,2028.098787,1745.449951,22630000
11/7/1985,1740.060059,1768.800049,1729.530029,2032.211971,1753.709961,17660000
11/8/1985,1761.140015,1799.930054,1745.209961,2036.341857,1792.73999,22780000
11/9/1985,1777.060059,1790.589966,1758.380005,2040.488545,1776.859985,15120000
11/10/1985,1772.27002,1806.75,1763.650024,2044.652138,1789.869995,16120000
11/11/1985,1796.699951,1806.98999,1773.469971,2048.832741,1787.949951,13870000
11/12/1985,1793.819946,1820.76001,1784.359985,2053.030456,1804.23999,14320000
11/13/1985,1807.949951,1821.23999,1764.849976,2057.24539,1768.560059,30170000
11/14/1985,1784.359985,1796.219971,1763.290039,2061.477649,1782.930054,19510000
11/15/1985,1781.01001,1794.300049,1762.089966,2065.727339,1778.5,14970000
11/16/1985,1784.119995,1817.410034,1775.97998,2069.994569,1810.699951,19030000
11/17/1985,1822.199951,1849.73999,1806.51001,2074.279446,1821.719971,22460000
11/18/1985,1824.22998,1841.829956,1803.160034,2078.582081,1818.609985,14670000
11/19/1985,1822.079956,1829.02002,1777.540039,2082.902585,1790.109985,19440000
11/20/1985,1786.280029,1803.640015,1769.76001,2087.241068,1795.26001,15750000
11/21/1985,1796.459961,1809.27002,1753.709961,2091.597643,1766.400024,16890000
11/22/1985,1762.930054,1772.869995,1728.449951,2095.972424,1739.219971,17090000
11/23/1985,1734.550049,1749.040039,1712.52002,2100.365524,1735.51001,14410000
11/24/1985,1750.359985,1779.569946,1737.069946,2104.77706,1769.76001,17210000
11/25/1985,1784.359985,1807.709961,1754.189941,2109.207146,1778.619995,16930000
11/26/1985,1791.069946,1807.829956,1768.199951,2113.655901,1794.300049,69590000
11/27/1985,1800.719971,1812.5,1779.140015,2118.123442,1790.180054,20660000
11/28/1985,1791.420044,1811.380005,1781,2122.609889,1805.310059,11010000
11/29/1985,1799.849976,1822.050049,1789.680054,2127.115362,1809.650024,14870000
11/30/1985,1823.410034,1859.619995,1814.72998,2131.639982,1847.969971,32130000
12/1/1985,1849.079956,1870.160034,1831.719971,2136.183871,1855.030029,22630000
12/2/1985,1851.810059,1870.160034,1830.97998,2140.747152,1840.400024,21670000
12/3/1985,1842.51001,1864.209961,1829.859985,2145.329951,1855.900024,15270000
12/4/1985,1858.26001,1866.439941,1815.969971,2149.932391,1830.97998,19290000
12/5/1985,1823.410034,1841.27002,1803.939941,2154.5546,1829.609985,15840000
12/6/1985,1831.719971,1848.459961,1818.949951,2159.196706,1831.719971,17920000
12/7/1985,1836.430054,1848.459961,1813.73999,2163.858836,1835.569946,15330000
12/8/1985,1834.199951,1852.660034,1817.709961,2168.541121,1843.75,13680000
12/9/1985,1848.829956,1856.150024,1813.119995,2173.243692,1825.890015,16400000
12/10/1985,1825.400024,1831.22998,1777.900024,2177.96668,1783.97998,17270000
12/11/1985,1777.900024,1796.880005,1761.040039,2182.710219,1777.780029,18550000
12/12/1985,1782.23999,1795.880005,1763.140015,2187.474443,1774.680054,14840000
12/13/1985,1777.530029,1800.349976,1770.959961,2192.259487,1793.77002,11680000
12/14/1985,1799.359985,1803.319946,1775.920044,2197.065489,1787.949951,14540000
12/15/1985,1782.369995,1790.050049,1755.209961,2201.892586,1775.300049,16960000
12/16/1985,1780.75,1797.869995,1768.47998,2206.740917,1786.209961,16110000
12/17/1985,1779.640015,1797.119995,1767.72998,2211.610622,1789.430054,13850000
12/18/1985,1786.459961,1804.319946,1774.800049,2216.501844,1787.329956,12030000
12/19/1985,1790.550049,1804.069946,1772.319946,2221.414724,1785.339966,14660000
12/20/1985,1790.430054,1815.22998,1775.550049,2226.349408,1808.280029,15790000
12/21/1985,1803.939941,1808.780029,1766.98999,2231.306039,1774.680054,14560000
12/22/1985,1770.959961,1775.670044,1749.880005,2236.284766,1759.800049,13480000
12/23/1985,1763.140015,1769.839966,1746.530029,2241.285735,1758.180054,8460000
12/24/1985,1758.560059,1788.439941,1752.47998,2246.309097,1783.97998,10860000
12/25/1985,1783.47998,1798.609985,1766.619995,2251.355002,1775.170044,11770000
12/26/1985,1782.609985,1813.73999,1774.180054,2256.423601,1806.300049,17100000
12/27/1985,1812.25,1842.140015,1804.689941,2261.515049,1823.290039,12660000
12/28/1985,1833.160034,1856.560059,1823.47998,2266.629499,1853.030029,12540000
12/29/1985,1862.01001,1891.790039,1851.920044,2271.767108,1878.280029,18020000
12/30/1985,1874.869995,1892.969971,1857.420044,2276.928034,1882.349976,14940000
12/31/1985,1872.51001,1898.219971,1857.949951,2282.112435,1876.709961,16210000
1/1/1986,1874.189941,1886.170044,1845.530029,2287.320472,1861.949951,12370000
1/2/1986,1860.73999,1875.540039,1845.670044,2292.552307,1870.430054,12520000
1/3/1986,1876.349976,1882,1846.339966,2297.808103,1863.290039,12240000
1/4/1986,1865.180054,1880.790039,1851.180054,2303.088025,1879.439941,11090000
1/5/1986,1879.97998,1894.380005,1866.119995,2308.39224,1885.900024,11160000
